DATE,MONTH,cloud_cover,wind_speed,wind_gust,humidity,precipitation,sunshine,temp_mean,temp_min,temp_max
20180217,2,5,2.1,5.7,0.77,0.0,1.4,1.1,-3.5,6.1
20180218,2,2,4.1,9.8,0.69,0.0,7.2,2.0,-4.2,7.6
20180219,2,7,3.3,8.7,0.71,0.0,0.2,1.8,-0.8,4.6
20180220,2,2,2.6,8.2,0.74,0.0,5.6,0.8,-4.9,6.0
20180221,2,2,3.8,9.3,0.67,0.0,8.3,0.9,-3.7,5.1
20180222,2,0,5.1,13.4,0.64,0.0,8.8,0.4,-4.2,4.8
20180223,2,1,4.6,11.8,0.62,0.0,9.2,-1.0,-5.8,3.5
20180224,2,1,5.9,14.4,0.51,0.0,7.8,-0.9,-5.0,4.6
20180225,2,1,5.7,14.2,0.49,0.0,9.3,-2.8,-6.3,0.7
20180226,2,4,5.1,13.5,0.66,0.0,3.7,-3.6,-5.7,-0.4
20180227,2,1,4.5,12.7,0.58,0.0,8.6,-4.6,-8.5,-0.3
20180228,2,1,5.0,14.1,0.56,0.0,9.1,-6.4,-9.1,-2.5
20180301,3,6,6.3,14.1,0.44,0.0,7.2,-3.6,-8.7,2.2
20180302,3,7,5.8,11.1,0.53,0.12,0.3,-2.9,-6.3,0.8
20180303,3,7,3.6,10.8,0.78,0.02,1.0,-0.4,-2.9,3.5
20180304,3,7,5.9,13.7,0.7,0.05,3.8,6.3,1.5,11.9
20180305,3,5,4.5,9.8,0.68,0.0,3.6,7.7,2.1,13.5
20180306,3,6,3.3,10.1,0.69,0.0,5.6,8.3,3.3,12.8
20180307,3,6,3.6,12.3,0.85,0.16,2.9,5.9,0.9,10.2
20180308,3,5,6.8,17.3,0.81,0.29,1.5,5.3,1.5,9.3
20180309,3,6,4.5,8.7,0.78,0.36,3.0,6.3,1.4,10.8
20180310,3,7,6.0,11.3,0.81,0.01,1.2,11.8,8.2,15.6
20180311,3,6,5.2,13.2,0.78,0.0,0.9,12.5,9.3,16.1
20180312,3,6,5.7,13.7,0.78,0.1,1.9,11.0,8.8,15.2
20180313,3,8,6.0,13.4,0.91,0.6,0.0,6.6,4.5,9.4
20180314,3,3,2.4,8.6,0.75,0.0,8.5,6.7,2.8,11.3
20180315,3,6,5.6,13.4,0.61,0.29,4.1,8.5,4.6,12.6
20180316,3,8,4.1,11.8,0.88,0.14,0.0,4.9,0.4,7.6
20180317,3,8,8.0,17.3,0.71,0.03,0.0,-1.9,-3.0,0.5
20180318,3,7,7.2,15.3,0.55,0.0,2.4,-1.4,-4.0,2.3
20180319,3,3,5.4,12.2,0.46,0.01,10.3,-0.5,-4.5,4.1
20180320,3,3,4.4,15.8,0.59,0.03,7.6,2.1,-7.0,8.9
20180321,3,6,2.5,6.7,0.78,0.0,1.3,1.0,-5.0,6.1
20180322,3,8,4.5,11.8,0.87,0.33,0.0,5.0,2.1,7.9
20180323,3,8,4.3,8.7,0.8,0.0,0.2,6.2,5.0,7.6
20180324,3,5,3.3,8.7,0.66,0.0,7.2,6.9,0.1,12.3
20180325,3,4,2.2,7.7,0.66,0.0,7.7,6.7,-2.1,13.9
20180326,3,5,2.6,8.2,0.74,0.03,8.2,6.6,2.0,11.3
20180327,3,6,4.1,10.3,0.82,0.45,3.2,5.6,-1.0,11.5
20180328,3,8,4.6,18.9,0.9,1.03,0.0,7.3,3.3,9.2
20180329,3,6,4.5,10.6,0.75,0.06,4.9,6.0,3.2,10.8
20180330,3,7,5.4,12.2,0.6,0.1,4.8,9.6,5.7,14.4
20180331,3,6,2.7,10.8,0.74,0.84,6.5,8.2,1.8,13.5
20180401,4,8,3.4,9.8,0.91,0.34,0.0,5.8,2.3,8.1
20180402,4,7,5.2,12.7,0.73,0.1,0.7,8.3,0.6,13.8
20180403,4,7,5.9,14.2,0.71,0.03,2.1,12.8,9.2,17.8
20180404,4,6,6.3,14.7,0.74,0.05,0.8,11.5,6.6,14.6
20180405,4,6,6.4,15.4,0.72,0.0,1.9,7.6,-0.1,10.5
20180406,4,4,5.6,14.1,0.52,0.0,11.1,8.8,-1.1,16.1
20180407,4,5,6.4,14.1,0.42,0.0,11.3,16.2,9.5,23.3
20180408,4,6,3.2,7.9,0.45,0.0,4.7,17.7,10.0,24.9
20180409,4,6,2.6,8.6,0.69,0.0,1.0,14.7,7.8,19.8
20180410,4,7,3.4,10.8,0.69,1.53,0.7,15.3,11.3,19.5
20180411,4,6,2.1,8.7,0.87,0.06,1.0,11.3,7.2,14.3
20180412,4,4,3.4,9.8,0.78,0.01,3.6,13.7,9.1,19.7
20180413,4,6,1.9,6.2,0.84,0.0,0.0,11.4,5.1,15.4
20180414,4,7,1.6,7.2,0.75,0.43,4.5,13.5,8.7,18.0
20180415,4,6,2.9,8.4,0.76,0.01,5.5,14.7,10.2,20.2
20180416,4,4,2.7,8.6,0.73,0.0,6.2,13.4,6.3,18.4
20180417,4,4,2.2,10.5,0.71,0.0,12.3,13.7,3.7,21.9
20180418,4,3,2.0,8.7,0.6,0.0,12.3,17.7,7.2,26.2
20180419,4,2,3.9,10.5,0.42,0.0,12.2,21.3,10.8,28.8
20180420,4,2,2.8,7.7,0.49,0.0,11.7,20.9,12.9,28.3
20180421,4,2,2.3,6.3,0.67,0.0,12.2,17.5,9.9,24.0
20180422,4,4,2.9,9.3,0.67,0.21,9.2,18.7,10.5,26.6
20180423,4,4,4.3,10.8,0.67,0.0,8.0,15.4,8.9,19.2
20180424,4,6,4.7,9.3,0.74,0.09,1.3,12.3,8.4,16.6
20180425,4,6,5.6,14.1,0.68,0.25,2.8,13.4,7.6,16.5
20180426,4,5,5.6,16.1,0.7,0.46,4.0,10.2,6.1,14.3
20180427,4,6,3.7,9.8,0.59,0.0,9.2,12.1,4.0,18.5
20180428,4,7,4.7,11.3,0.57,0.0,1.2,14.4,9.5,17.7
20180429,4,6,3.1,13.9,0.75,0.76,2.6,13.9,4.5,22.2
20180430,4,7,8.1,21.8,0.77,0.21,1.1,11.8,5.8,15.5
20180501,5,5,7.6,16.8,0.65,0.0,5.4,9.2,5.6,14.1
20180502,5,4,5.1,10.8,0.58,0.0,12.4,12.1,4.6,18.0
20180503,5,6,2.9,7.5,0.6,0.0,9.9,12.4,5.6,16.6
20180504,5,1,3.3,9.8,0.57,0.0,13.7,13.2,3.8,19.5
20180505,5,0,4.5,10.8,0.52,0.0,13.9,15.8,7.8,22.5
20180506,5,0,3.1,9.9,0.53,0.0,13.9,17.4,6.2,25.9
20180507,5,0,2.2,7.0,0.55,0.0,14.0,18.1,7.6,26.8
20180508,5,0,2.4,9.6,0.54,0.0,14.0,19.1,8.5,27.4
20180509,5,2,2.6,7.9,0.53,0.0,9.4,21.0,11.1,27.8
20180510,5,5,4.3,11.7,0.68,0.0,4.2,14.5,7.6,18.0
20180511,5,4,2.3,9.1,0.67,0.0,6.9,13.8,4.5,20.6
20180512,5,6,2.7,8.4,0.56,0.01,10.8,18.1,9.5,23.9
20180513,5,7,3.0,8.2,0.86,1.44,0.7,14.2,12.0,18.0
20180514,5,4,4.1,11.1,0.69,0.0,9.5,18.7,12.5,26.2
20180515,5,3,3.5,10.6,0.55,0.0,13.2,18.2,10.6,24.1
20180516,5,6,3.3,12.3,0.65,0.01,6.5,17.3,11.1,20.7
20180517,5,5,4.7,9.9,0.63,0.0,10.7,12.8,9.3,18.5
20180518,5,7,3.5,8.6,0.61,0.0,8.8,12.1,8.3,17.1
20180519,5,4,1.9,6.9,0.68,0.0,8.0,11.8,4.0,17.8
20180520,5,1,3.0,12.3,0.63,0.0,13.0,16.5,5.1,25.1
20180521,5,4,3.3,11.1,0.53,0.11,11.6,19.5,10.4,26.9
20180522,5,6,1.9,12.3,0.75,1.05,6.3,18.0,13.1,24.8
20180523,5,7,3.0,11.1,0.71,0.22,3.4,18.8,14.1,24.4
20180524,5,7,3.7,10.1,0.74,0.1,1.4,18.0,13.7,23.2
20180525,5,5,2.3,7.4,0.74,0.0,8.6,19.9,13.6,25.4
20180526,5,5,2.5,8.2,0.62,0.0,13.2,22.3,13.7,29.2
20180527,5,6,2.7,9.1,0.67,0.03,6.5,21.0,15.3,27.9
20180528,5,6,2.5,8.6,0.62,0.0,12.5,23.4,13.4,30.5
20180529,5,6,2.8,26.6,0.71,5.63,8.2,22.5,15.2,30.7
20180530,5,4,2.0,9.8,0.74,0.11,10.4,21.5,14.8,27.9
20180531,5,6,2.1,7.2,0.74,0.64,9.4,21.6,15.7,27.0
20180601,6,8,3.3,10.3,0.91,2.5,0.0,18.3,16.5,21.3
20180602,6,7,3.2,7.7,0.79,0.0,1.3,18.3,16.1,22.1
20180603,6,6,1.8,5.7,0.75,0.0,5.8,19.6,15.0,24.3
20180604,6,3,3.1,8.7,0.72,0.0,12.5,20.4,13.7,26.0
20180605,6,5,3.3,8.1,0.76,0.0,5.4,17.6,13.2,22.0
20180606,6,1,2.1,7.2,0.65,0.0,15.0,21.3,13.0,28.8
20180607,6,6,2.6,18.0,0.75,0.71,8.3,21.1,14.3,28.4
20180608,6,7,2.3,6.3,0.86,0.52,1.5,19.9,18.2,22.9
20180609,6,5,2.1,5.7,0.74,0.38,7.4,21.9,16.2,27.1
20180610,6,6,2.7,8.2,0.76,0.0,5.6,21.1,17.1,25.6
20180611,6,6,4.2,10.6,0.67,0.0,6.9,19.1,14.8,23.0
20180612,6,7,3.9,8.9,0.72,0.07,0.4,16.1,12.9,19.0
20180613,6,6,3.2,9.1,0.7,0.0,1.3,14.6,9.6,17.9
20180614,6,5,4.2,10.6,0.75,0.19,5.8,15.8,8.6,22.1
20180615,6,6,1.9,8.7,0.7,0.0,8.6,18.9,13.3,24.4
20180616,6,6,2.5,11.0,0.72,0.11,4.8,18.7,13.3,24.9
20180617,6,6,4.5,11.3,0.67,0.0,1.2,16.4,12.7,18.8
20180618,6,7,4.7,12.2,0.67,0.0,0.9,18.9,14.5,22.4
20180619,6,7,3.0,6.3,0.79,0.0,0.0,18.2,13.5,22.1
20180620,6,3,2.9,10.8,0.66,0.0,10.2,22.3,16.5,28.1
20180621,6,4,6.0,15.3,0.65,0.0,5.4,15.9,10.3,19.0
20180622,6,5,5.5,13.2,0.68,0.07,4.5,13.1,9.6,18.3
20180623,6,6,3.5,11.1,0.73,0.0,2.6,13.8,9.4,19.0
20180624,6,7,3.1,8.2,0.74,0.01,1.6,15.1,10.7,18.7
20180625,6,5,3.2,7.2,0.72,0.0,5.4,17.1,13.4,22.5
20180626,6,4,3.5,8.7,0.73,0.0,8.9,15.2,11.6,19.5
20180627,6,3,3.7,12.3,0.62,0.0,14.9,19.2,10.6,26.5
20180628,6,2,4.2,12.7,0.51,0.0,14.9,21.8,12.8,28.0
20180629,6,0,4.1,10.3,0.5,0.0,15.2,22.8,15.2,29.3
20180630,6,0,4.3,11.5,0.51,0.0,15.2,22.1,15.2,28.3
20180701,7,0,4.7,12.5,0.38,0.0,15.2,20.6,10.9,27.0
20180702,7,0,3.9,11.3,0.38,0.0,15.2,20.8,11.3,27.5
20180703,7,1,2.3,6.7,0.36,0.0,15.2,22.7,13.3,30.4
20180704,7,7,2.9,9.1,0.57,0.01,4.5,23.4,15.6,28.2
20180705,7,5,2.8,8.6,0.62,0.04,7.7,22.0,17.3,27.5
20180706,7,4,2.8,8.7,0.62,0.0,5.6,20.3,14.2,26.8
20180707,7,3,3.6,15.6,0.48,0.0,13.4,20.8,14.1,27.1
20180708,7,1,3.5,13.4,0.56,0.0,14.8,19.6,11.5,26.6
20180709,7,5,3.7,8.9,0.63,0.0,7.4,19.2,12.8,24.9
20180710,7,6,5.5,13.2,0.66,0.02,2.4,16.3,13.5,20.1
20180711,7,4,2.9,11.8,0.73,0.25,6.4,17.0,10.9,23.1
20180712,7,4,2.2,8.6,0.69,0.0,8.4,20.4,14.7,27.3
20180713,7,1,2.2,8.2,0.58,0.0,14.7,21.1,12.7,27.9
20180714,7,1,2.7,7.2,0.57,0.0,14.0,21.2,15.0,27.9
20180715,7,1,2.9,8.9,0.49,0.0,15.0,21.8,12.2,28.9
20180716,7,2,1.8,6.7,0.45,0.0,14.6,22.8,13.3,30.5
20180717,7,3,3.7,11.1,0.52,0.0,9.4,22.6,15.3,29.7
20180718,7,2,1.6,7.5,0.54,0.0,12.6,20.3,11.4,27.8
20180719,7,4,2.2,7.5,0.5,0.0,8.4,22.1,12.5,28.8
20180720,7,5,2.2,6.7,0.5,0.0,12.0,22.4,12.3,29.6
20180721,7,4,2.4,11.0,0.54,0.0,10.1,23.3,16.1,29.9
20180722,7,3,3.0,8.2,0.55,0.0,8.6,22.5,16.1,28.6
20180723,7,3,1.5,7.4,0.6,0.0,9.1,22.9,14.4,30.4
20180724,7,1,2.0,8.7,0.49,0.0,13.5,26.4,16.7,33.5
20180725,7,3,2.6,8.7,0.55,0.21,10.0,26.4,18.1,35.4
20180726,7,3,2.4,11.3,0.48,0.0,7.8,28.1,18.5,36.5
20180727,7,1,3.1,10.3,0.33,0.0,14.4,29.5,19.9,36.4
20180728,7,4,4.4,13.7,0.52,0.23,5.8,24.6,17.1,29.6
20180729,7,7,4.3,14.9,0.46,0.0,3.8,24.2,17.2,30.7
20180730,7,4,2.7,9.3,0.45,0.0,10.6,26.7,18.7,34.2
20180731,7,4,3.7,12.7,0.55,0.0,10.8,25.4,18.8,31.7
20180801,8,4,3.0,8.2,0.51,0.0,7.0,24.1,17.3,29.8
20180802,8,1,2.2,7.2,0.49,0.0,14.0,25.6,15.3,33.2
20180803,8,1,2.4,7.7,0.46,0.0,13.4,27.7,17.8,35.5
20180804,8,5,3.9,11.3,0.48,0.0,10.0,26.6,21.0,32.8
20180805,8,2,3.5,9.1,0.57,0.0,11.1,22.8,16.1,28.4
20180806,8,1,2.4,8.7,0.47,0.0,13.8,24.7,12.8,33.8
20180807,8,3,2.8,9.3,0.37,0.5,11.9,27.9,16.0,36.7
20180808,8,5,5.0,12.3,0.6,0.0,4.4,22.9,16.1,26.9
20180809,8,6,6.0,21.6,0.64,0.09,2.3,21.5,15.0,30.2
20180810,8,4,7.1,15.1,0.53,0.2,10.4,19.0,13.0,24.1
20180811,8,4,3.9,12.3,0.61,0.0,10.7,17.3,11.6,23.1
20180812,8,6,3.7,9.3,0.46,0.08,11.7,20.6,11.0,29.0
20180813,8,6,4.9,15.4,0.71,1.05,2.6,19.1,15.5,23.0
20180814,8,6,5.1,11.1,0.7,0.01,3.7,20.0,16.5,25.6
20180815,8,6,3.3,8.2,0.72,0.0,1.2,19.7,15.4,25.1
20180816,8,5,2.8,8.9,0.66,0.48,9.6,21.3,14.5,27.9
20180817,8,5,2.9,9.3,0.72,0.5,4.2,18.8,13.3,23.6
20180818,8,4,2.6,8.9,0.66,0.0,12.2,18.5,11.4,24.9
20180819,8,3,3.5,10.8,0.66,0.0,10.6,20.3,14.6,26.1
20180820,8,7,2.8,7.2,0.76,0.02,0.0,20.5,18.0,22.9
20180821,8,6,1.6,6.2,0.64,0.0,3.8,22.4,18.2,27.7
20180822,8,3,2.4,9.3,0.61,0.0,11.2,23.2,15.7,29.8
20180823,8,1,3.5,12.0,0.7,0.12,11.8,21.0,14.4,27.0
20180824,8,6,4.9,13.0,0.66,0.38,3.5,17.3,14.0,21.2
20180825,8,5,5.8,15.4,0.69,0.04,4.9,14.0,7.8,18.4
20180826,8,5,3.8,17.7,0.61,0.17,7.5,15.0,6.3,21.1
20180827,8,7,6.1,14.9,0.72,0.01,1.6,17.1,13.0,22.3
20180828,8,3,2.4,6.9,0.66,0.0,8.2,17.9,12.4,23.9
20180829,8,6,2.5,13.4,0.71,1.05,5.4,18.8,10.4,26.6
20180830,8,5,4.0,11.8,0.71,0.0,6.7,16.6,10.7,20.8
20180831,8,6,2.2,8.2,0.68,0.0,6.8,14.8,9.7,20.5
20180901,9,2,2.2,8.7,0.67,0.0,9.4,14.1,7.1,21.2
20180902,9,2,4.1,10.6,0.59,0.0,12.4,18.4,10.8,24.5
20180903,9,7,1.4,5.5,0.75,0.04,0.2,18.8,14.5,22.6
20180904,9,6,1.5,11.5,0.83,0.33,6.3,19.3,14.3,26.7
20180905,9,5,1.7,6.5,0.71,0.91,4.3,21.4,15.2,28.2
20180906,9,7,2.5,8.2,0.87,0.37,0.1,18.2,14.9,20.9
20180907,9,4,4.6,13.4,0.72,0.04,6.2,15.2,10.2,19.4
20180908,9,5,3.6,10.6,0.66,0.0,7.1,15.0,9.4,20.1
20180909,9,6,3.3,9.6,0.63,0.0,4.3,18.2,13.7,25.7
20180910,9,7,3.3,8.7,0.69,0.0,0.9,18.0,13.7,21.8
20180911,9,6,5.7,12.9,0.62,0.0,10.2,19.9,13.5,26.6
20180912,9,6,3.9,9.4,0.77,0.18,4.4,17.6,14.4,23.5
20180913,9,6,2.5,6.0,0.82,0.0,1.1,14.6,9.0,19.1
20180914,9,4,2.6,8.6,0.69,0.0,7.2,14.2,6.5,20.6
20180915,9,6,3.4,9.3,0.7,0.0,4.0,14.9,9.8,21.0
20180916,9,5,2.8,8.6,0.65,0.0,8.7,16.1,9.3,23.8
20180917,9,6,2.8,8.4,0.57,0.0,10.4,18.2,8.9,26.4
20180918,9,2,6.0,13.7,0.47,0.0,10.7,23.3,15.0,31.8
20180919,9,4,5.0,14.4,0.63,0.0,8.4,20.8,12.6,28.5
20180920,9,6,5.0,13.7,0.58,0.0,8.7,20.7,14.7,26.6
20180921,9,5,7.8,21.6,0.57,0.16,2.1,17.3,13.0,22.5
20180922,9,7,5.8,14.4,0.73,0.32,1.9,12.8,10.4,17.9
20180923,9,8,4.1,13.2,0.92,1.36,0.0,10.7,8.2,12.5
20180924,9,2,3.7,11.7,0.75,0.08,7.5,10.3,4.8,15.0
20180925,9,3,1.6,6.2,0.74,0.0,9.9,9.2,3.0,15.8
20180926,9,4,3.1,7.5,0.6,0.0,9.9,12.0,5.3,18.5
20180927,9,0,2.5,7.2,0.6,0.0,10.9,14.3,8.4,22.6
20180928,9,4,2.8,9.8,0.77,0.03,2.2,10.8,4.5,16.2
20180929,9,3,1.7,7.2,0.71,0.0,10.5,8.6,0.8,16.7
20180930,9,2,2.1,6.7,0.65,0.0,10.0,10.4,1.8,17.4
20181001,10,5,3.9,15.3,0.75,0.31,5.2,10.1,6.4,14.1
20181002,10,7,5.2,12.2,0.83,0.13,0.5,10.4,7.4,15.1
20181003,10,5,2.9,8.7,0.77,0.0,4.1,11.9,6.0,16.2
20181004,10,5,3.2,7.9,0.79,0.0,3.3,12.0,6.7,17.6
20181005,10,1,4.4,9.1,0.64,0.0,10.4,15.4,9.3,22.3
20181006,10,3,3.9,8.7,0.67,0.05,9.4,17.2,11.6,25.7
20181007,10,5,4.1,10.3,0.72,0.0,6.9,12.0,4.5,15.8
20181008,10,5,1.4,4.1,0.76,0.0,9.7,9.5,2.5,17.0
20181009,10,5,1.8,6.2,0.79,0.0,7.5,12.5,5.6,21.2
20181010,10,1,2.3,9.3,0.7,0.0,10.0,16.3,6.2,26.1
20181011,10,2,4.8,11.0,0.63,0.0,6.1,18.6,13.2,22.9
20181012,10,5,5.6,11.3,0.61,0.0,8.9,20.5,15.3,26.8
20181013,10,3,5.8,12.3,0.53,0.0,9.8,22.0,18.3,27.6
20181014,10,1,5.9,13.2,0.51,0.0,9.2,20.9,16.8,26.5
20181015,10,4,4.1,9.4,0.52,0.0,9.7,19.6,10.7,25.8
20181016,10,5,1.8,6.3,0.64,0.0,7.0,16.7,9.3,26.1
20181017,10,6,2.5,7.2,0.69,0.0,8.2,16.9,12.0,22.7
20181018,10,7,3.5,8.2,0.81,0.01,1.8,14.3,12.5,18.5
20181019,10,5,2.4,7.5,0.78,0.0,2.4,12.4,4.9,17.2
20181020,10,4,1.3,5.8,0.8,0.0,8.2,8.2,2.3,15.6
20181021,10,2,2.1,7.2,0.75,0.0,9.3,8.9,1.9,16.8
20181022,10,5,2.4,10.5,0.75,0.06,1.7,10.4,2.1,15.6
20181023,10,7,5.6,13.5,0.79,0.03,0.2,9.8,1.4,14.3
20181024,10,8,5.1,12.7,0.86,0.13,0.1,13.7,12.4,15.5
20181025,10,8,3.9,10.3,0.79,0.0,0.0,12.4,10.3,13.2
20181026,10,7,5.3,12.0,0.79,0.12,0.0,9.8,6.2,11.5
20181027,10,5,3.2,9.8,0.84,0.05,1.8,6.6,3.6,10.2
20181028,10,6,5.6,13.2,0.76,0.0,1.1,4.8,2.7,7.2
20181029,10,8,5.5,11.8,0.78,0.86,0.0,5.6,4.8,6.9
20181030,10,8,7.8,20.4,0.85,0.61,0.0,6.6,3.1,9.2
20181031,10,6,5.5,13.0,0.72,0.01,3.8,8.6,4.7,12.0
20181101,11,7,4.1,9.8,0.78,0.19,0.0,9.2,5.3,11.1
20181102,11,4,4.2,11.7,0.77,0.0,5.5,8.4,0.8,12.2
20181103,11,4,1.9,5.1,0.85,0.0,8.0,4.1,-0.8,10.3
20181104,11,5,2.7,7.5,0.85,0.0,0.8,6.8,-1.0,12.5
20181105,11,6,3.5,9.6,0.84,0.0,2.1,9.8,3.3,14.1
20181106,11,6,3.7,9.3,0.72,0.0,6.6,13.3,8.6,20.1
20181107,11,6,5.7,12.0,0.7,0.08,5.0,13.1,10.0,16.9
20181108,11,4,3.1,9.9,0.76,0.0,6.5,10.3,5.7,14.1
20181109,11,6,4.2,10.3,0.78,0.02,3.5,11.5,6.4,14.7
20181110,11,7,6.4,13.7,0.81,0.64,0.0,13.0,11.8,14.5
20181111,11,7,6.0,12.3,0.79,0.4,0.6,12.7,11.0,15.3
20181112,11,8,3.4,9.8,0.91,0.12,0.0,11.6,9.4,14.8
20181113,11,4,5.4,16.3,0.8,0.0,2.2,10.3,6.1,13.6
20181114,11,5,4.7,9.8,0.82,0.0,7.3,8.5,6.4,12.0
20181115,11,3,5.3,10.1,0.83,0.0,7.7,6.6,4.2,10.2
20181116,11,0,3.9,9.6,0.78,0.0,7.6,5.9,-1.0,12.8
20181117,11,0,3.3,9.1,0.74,0.0,7.6,3.8,-2.8,11.4
20181118,11,2,4.0,10.8,0.64,0.0,7.6,2.6,-1.3,7.9
20181119,11,5,6.4,17.7,0.76,0.0,1.2,4.5,2.1,7.3
20181120,11,7,5.9,14.2,0.67,0.0,0.0,3.7,2.0,4.9
20181121,11,5,2.8,7.9,0.79,0.0,4.5,2.5,-2.5,6.1
20181122,11,5,3.7,9.8,0.77,0.0,0.4,4.0,1.6,6.3
20181123,11,2,2.7,7.2,0.82,0.0,6.1,3.7,-1.6,11.0
20181124,11,8,2.0,7.5,0.94,0.31,0.0,2.8,-1.9,5.2
20181125,11,8,2.5,6.7,0.95,0.0,0.0,3.8,2.9,5.0
20181126,11,8,3.3,6.9,0.86,0.0,0.0,5.0,2.2,6.7
20181127,11,6,2.8,11.0,0.8,0.0,0.0,3.5,1.6,6.1
20181128,11,7,8.2,15.4,0.79,0.12,0.0,5.0,1.9,7.3
20181129,11,7,8.8,20.1,0.8,0.07,0.0,8.1,7.2,9.1
20181130,11,6,5.2,9.8,0.78,0.0,1.0,9.4,6.0,12.0
20181201,12,6,5.6,12.9,0.82,0.74,1.4,7.9,5.3,10.5
20181202,12,8,6.2,11.5,0.91,1.31,0.0,11.5,8.6,14.3
20181203,12,7,6.2,13.9,0.87,0.59,0.1,12.5,8.8,13.9
20181204,12,5,2.9,10.3,0.84,0.0,3.8,6.5,0.3,9.6
20181205,12,7,5.9,12.5,0.83,0.01,0.0,5.6,2.5,8.0
20181206,12,8,5.8,10.8,0.88,0.18,0.0,10.7,7.5,12.9
20181207,12,8,7.3,16.1,0.84,0.65,0.0,10.7,6.0,13.2
20181208,12,7,9.3,18.9,0.81,1.33,0.0,8.4,5.9,10.9
20181209,12,6,7.7,19.7,0.82,0.23,0.6,8.0,5.9,10.7
20181210,12,4,4.9,10.5,0.83,0.08,0.6,4.9,3.5,6.2
20181211,12,6,3.2,8.2,0.84,0.01,1.8,4.3,-1.3,7.2
20181212,12,5,2.1,7.5,0.89,0.0,0.3,1.7,-1.6,5.3
20181213,12,3,3.6,8.7,0.8,0.0,6.6,1.6,-0.7,3.4
20181214,12,8,2.7,6.2,0.78,0.0,0.0,1.3,0.2,2.4
20181215,12,7,5.4,15.9,0.62,0.07,0.0,0.6,-0.4,1.5
20181216,12,8,6.1,16.3,0.82,0.01,0.0,0.8,-1.4,2.9
20181217,12,6,5.1,10.8,0.9,0.38,0.0,4.9,2.5,7.2
20181218,12,6,6.6,16.8,0.8,0.01,4.3,5.6,2.8,8.3
20181219,12,7,5.7,15.3,0.76,0.03,1.0,7.9,5.4,10.6
20181220,12,7,5.5,11.3,0.84,0.63,0.0,7.8,6.6,9.2
20181221,12,8,8.5,19.5,0.8,1.31,0.0,10.3,7.5,13.8
20181222,12,7,6.4,15.4,0.81,0.3,0.2,9.6,7.8,10.9
20181223,12,8,3.9,10.6,0.92,1.1,0.0,7.9,5.8,9.3
20181224,12,5,3.1,8.7,0.85,0.0,3.6,4.5,-1.4,7.1
20181225,12,6,2.9,7.7,0.82,0.0,0.2,3.4,-1.8,5.6
20181226,12,5,3.0,6.9,0.82,0.0,2.9,1.2,-2.2,4.4
20181227,12,7,2.2,7.7,0.76,0.0,1.7,2.7,0.3,5.9
20181228,12,5,2.2,4.8,0.85,0.02,4.0,1.5,-3.5,4.1
20181229,12,8,5.0,12.3,0.9,0.11,0.0,5.6,3.0,9.2
20181230,12,8,4.1,10.6,0.86,0.17,0.1,7.7,6.9,8.3
20181231,12,8,2.5,7.7,0.95,0.01,0.0,8.8,7.9,9.4
20190101,1,7,5.4,13.2,0.86,0.25,0.0,6.9,3.7,8.4
20190102,1,5,4.5,11.3,0.72,0.01,2.2,4.0,-2.4,6.8
20190103,1,7,2.8,8.2,0.87,0.02,0.0,3.6,-0.7,5.2
20190104,1,8,3.3,8.5,0.95,0.42,0.0,2.9,-0.1,4.4
20190105,1,8,5.9,12.3,0.95,0.22,0.0,5.9,4.0,6.9
20190106,1,8,4.1,10.3,0.91,0.08,0.0,5.6,4.4,6.8
20190107,1,7,4.4,12.3,0.95,0.57,0.0,4.8,0.1,8.4
20190108,1,7,7.8,19.5,0.8,0.47,0.5,6.5,4.2,8.8
20190109,1,5,6.1,14.4,0.76,0.01,2.9,3.9,0.3,6.1
20190110,1,7,1.8,4.3,0.87,0.09,0.0,1.0,-1.9,2.8
20190111,1,8,3.6,9.3,0.96,0.2,0.0,4.4,0.8,7.3
20190112,1,8,5.4,12.9,0.91,0.32,0.0,6.3,5.3,7.4
20190113,1,7,6.6,18.5,0.91,1.4,0.0,7.9,6.3,9.4
20190114,1,6,4.9,16.1,0.84,0.25,2.0,4.8,1.6,7.0
20190115,1,7,5.4,12.0,0.85,0.01,0.0,4.9,0.4,7.4
20190116,1,8,7.3,14.9,0.77,0.05,0.0,6.0,4.9,6.8
20190117,1,6,5.8,14.9,0.89,0.51,0.2,3.8,0.5,5.6
20190118,1,4,2.2,6.2,0.9,0.0,4.2,-0.4,-4.3,3.3
20190119,1,4,3.3,8.2,0.71,0.0,6.4,-0.6,-4.3,3.6
20190120,1,0,1.8,5.5,0.75,0.0,7.2,-2.7,-8.3,2.8
20190121,1,1,2.5,8.1,0.79,0.0,7.4,-3.5,-8.5,1.2
20190122,1,7,7.1,14.1,0.76,0.03,3.0,-2.5,-4.5,0.0
20190123,1,7,3.9,10.5,0.74,0.0,0.0,-1.2,-2.5,0.3
20190124,1,8,1.7,5.3,0.77,0.0,0.0,-3.0,-4.3,-2.4
20190125,1,8,3.2,10.1,0.87,0.21,0.0,0.0,-2.9,3.8
20190126,1,8,6.2,13.7,0.91,0.21,0.0,6.1,3.8,7.9
20190127,1,8,6.7,12.9,0.88,0.53,0.0,5.6,2.8,7.3
20190128,1,7,7.1,15.4,0.87,0.22,0.1,3.1,1.1,4.5
